ROLE NOUN	TOTAL	2000	2001	2002	2003	2004	2005	2006	2007	2008
mayor	31932	677	815	830	990	917	805	940	1030	1075
mayor	83	0	0	0	1	2	0	1	5	7
mayor	29274	529	604	614	699	753	668	836	810	1009
mayor	43616	1212	1170	1199	1176	1012	884	1056	1155	1350
mayor	10453	143	224	254	216	267	235	319	283	384
mayor	274	6	2	15	10	8	2	5	8	7
mayor	78028	2551	2665	2692	3541	3414	3311	3324	3219	3061
mayor	5539	99	107	80	109	115	130	124	141	173
mayor	437	7	0	7	16	11	7	17	6	20
mayor	13	0	0	0	0	0	0	0	0	1
mayor	10	0	0	0	0	0	0	0	1	1
mayor	18	1	1	0	1	1	0	1	1	0
mayor	115048	2473	2927	2825	3362	3414	3252	3183	3240	3741
mayor	10	0	0	0	0	1	0	0	0	0
mayor	405	1	2	5	9	14	6	9	7	26
mayor	16127	357	400	408	365	385	442	354	427	380
mayor	29	2	0	1	1	2	0	0	0	0
mayor	103	0	4	0	2	1	5	0	0	0
mayor	765	17	19	21	24	12	16	37	29	27
mayor	1180	24	21	23	28	26	18	35	24	46
mayor	27778	726	645	708	838	943	777	865	832	739
mayor	2762	56	63	66	66	56	72	103	109	104
mayor	3674	102	103	116	133	147	92	150	140	109
mayor	245	13	2	13	10	7	4	7	14	5
mayor	3452	137	148	121	157	159	180	168	171	137
mayor	11867	344	350	342	615	441	364	585	714	451
mayor	3025	69	98	88	147	114	80	115	137	88
mayor	14663	358	340	368	603	480	423	716	512	392
mayor	142	2	4	1	3	3	11	2	2	1
car mechanic	30	1	0	2	1	2	1	0	1	4
car mechanic	226	10	9	9	7	11	4	17	15	5
car mechanic	28	1	5	1	0	3	1	3	1	2
car mechanic	17	0	0	1	1	0	1	1	1	0
car mechanic	50	3	1	11	4	4	0	1	4	1
mechanic	185	6	21	14	2	0	4	4	4	9
mechanic	38	0	1	0	0	5	1	0	3	0
mechanic	55	2	0	0	1	2	0	0	1	1
mechanic	621	7	21	26	22	23	10	12	10	21
mechanic	2406	19	40	21	47	31	44	36	44	73
mechanic	273	3	5	5	9	8	12	8	7	9
mechanic	10	0	1	2	0	0	0	0	0	1
mechanic	24179	332	381	406	507	565	456	547	559	877
mechanic	6509	132	153	630	187	159	152	168	164	367
mechanic	1221	16	25	37	36	59	33	41	54	36
mechanic	64166	894	975	1016	1391	1522	1308	1471	1532	2535
mechanic	3691	48	69	68	56	73	112	77	70	86
mechanic	151	7	5	2	2	10	8	5	1	4
mechanic	4265	74	67	61	111	121	88	114	102	162
mechanic	164	5	2	2	6	1	1	0	4	2
mechanic	28	2	0	0	0	0	0	0	3	1
mechanic	423	2	1	1	2	2	1	3	6	11
mechanic	53	0	1	0	1	1	1	2	2	3
mechanic	100	0	0	1	0	0	0	3	0	1
mechanic	42	0	0	0	0	0	1	0	2	1
mechanic	18	0	0	4	0	0	0	0	0	0
car mechanic	10	0	0	0	0	2	0	0	0	0
car mechanic	44	0	2	2	2	5	3	0	3	2
car mechanic	63	6	1	2	3	5	8	4	7	4
car mechanic	648	19	36	32	30	40	39	51	39	31
car mechanic	104	1	5	9	6	3	4	4	11	5
car mechanic	228	6	12	17	7	15	16	26	11	18
car mechanic	573	31	35	42	24	30	43	36	36	25
mechanic	44	1	0	2	0	0	2	0	5	0
mechanic	160	0	0	0	0	1	1	0	4	14
mechanic	19	0	0	0	0	0	0	0	0	2
mechanic	1369	12	11	15	22	35	36	15	40	56
mechanic	5911	93	76	81	114	128	90	107	118	154
mechanic	5871	79	86	99	143	121	106	135	155	282
mechanic	38	0	0	0	0	2	0	3	2	8
mechanic	10	1	0	0	0	1	0	0	2	2
mechanic	180871	3063	3221	3682	4123	4367	4124	4336	4952	6099
mechanic	16052	380	412	371	394	610	428	515	456	458
mechanic	34236	1076	1036	1019	1035	1209	1022	1169	1187	1112
mechanic	797	22	16	23	29	37	28	20	32	18
mechanic	84773	2560	3005	3001	2866	3997	3533	3504	3112	2252
mechanic	38296	801	864	985	985	1260	1063	1123	1244	1308
mechanic	6564	104	106	136	140	166	115	184	161	247
mechanic	25	0	1	0	2	0	0	0	0	1
mechanic	11	0	0	0	1	0	1	0	1	0
mechanic	253622	3610	3737	3876	4694	4743	4159	5398	6542	8605
mechanic	278	5	2	3	6	6	7	8	13	14
cult member	10	0	0	1	0	0	0	0	0	0
cult member	21	0	0	2	2	0	3	3	1	0
cult member	22	0	3	2	1	1	3	1	1	0
cult member	22	0	1	0	1	0	0	6	0	0
cult member	27	1	0	0	2	0	0	0	0	0
cult member	26	2	1	0	1	2	0	2	0	3
cult member	56	2	1	4	2	2	0	2	0	1
cult member	175	4	4	5	7	4	4	3	0	4
cult member	16	4	0	0	3	0	0	4	0	0
cult member	168	8	7	7	16	13	2	7	1	2
cult member	239	12	6	7	26	10	15	8	10	11
cult member	28	2	0	1	2	5	1	2	2	0
cult member	409	11	11	10	57	27	15	17	18	10
cult member	14	0	0	0	2	0	0	3	0	0
cult member	1984	108	85	96	163	110	86	85	71	80
cult member	372	5	15	6	44	22	13	12	6	21
cult member	2091	86	82	69	188	103	69	74	45	43
member of parliament	18	2	0	0	0	0	0	1	0	0
member of parliament	149	5	1	4	5	5	3	2	1	5
member of parliament	406	7	9	13	13	14	9	12	7	13
member of parliament	1931	15	26	25	21	35	28	37	32	53
member of parliament	2790	64	74	53	82	77	66	84	73	69
member of parliament	7321	112	90	83	113	102	86	98	143	196
member of parliament	27	0	0	0	2	0	0	0	0	0
member of parliament	5134	148	133	158	152	151	153	159	172	185
member of parliament	11927	181	180	187	226	231	238	259	270	427
member of parliament	355	13	13	2	13	10	22	11	13	10
member of parliament	1507	32	38	41	46	30	37	31	35	35
member of parliament	2278	75	55	53	43	51	54	62	59	78
member of parliament	6943	71	100	106	109	146	115	150	127	217
member of parliament	38	4	0	1	1	0	0	2	3	5
member of parliament	94	0	3	2	0	1	1	0	2	2
member of parliament	4627	135	146	184	148	152	142	195	171	184
member of parliament	18730	279	276	334	321	330	327	349	441	539
member of parliament	1285	36	23	35	35	35	36	56	26	29
member of parliament	4972	70	70	70	49	79	73	111	85	91
member of parliament	13337	283	284	253	278	298	285	394	337	379
member of parliament	45577	516	614	626	615	700	609	757	792	1064
member of parliament	119	2	3	8	1	3	4	3	4	1
member of parliament	217	6	3	6	3	5	4	5	7	8
metallurgist	23	0	0	0	0	0	0	0	0	0
metallurgist	11	0	0	0	0	0	0	0	0	0
metallurgist	10	0	0	0	0	0	0	0	0	0
metallurgist	11	0	0	0	0	0	0	1	0	0
metallurgist	694	6	4	2	2	3	1	7	7	2
metallurgist	29	0	0	0	0	0	0	0	0	2
metallurgist	2418	25	33	32	45	28	25	35	42	66
metallurgist	333	3	3	7	3	5	2	2	5	8
metallurgist	84	1	2	0	1	0	0	2	0	0
metallurgist	1512	48	36	48	39	35	45	47	36	38
metallurgist	37	0	0	1	1	1	1	0	1	2
metallurgist	157	2	0	1	2	3	1	4	3	1
metallurgist	16	0	0	0	0	0	0	0	0	0
metallurgist	157	1	2	0	4	1	2	1	1	2
metallurgist	214	0	1	4	7	9	2	7	7	13
metallurgist	6351	71	78	99	83	82	88	92	130	97
metallurgist	212	0	4	4	5	4	7	3	5	4
metallurgist	407	4	5	2	9	4	9	2	4	4
metallurgist	27	0	0	0	1	0	0	0	0	1
metallurgist	212	2	2	3	7	3	3	2	2	2
metallurgist	3017	47	71	73	45	48	64	54	48	20
metallurgist	176	3	4	4	0	2	1	3	0	7
metallurgist	4039	34	65	49	59	56	53	40	70	37
meteorologist	29	2	0	0	0	0	1	1	0	2
meteorologist	11	0	0	0	1	1	0	0	0	0
meteorologist	28	1	2	1	4	2	1	0	0	0
meteorologist	935	6	9	12	6	12	10	30	12	12
meteorologist	60	1	0	7	0	2	1	0	0	2
meteorologist	2630	56	64	70	67	101	53	57	60	65
meteorologist	544	16	17	22	17	27	12	21	26	8
meteorologist	122	4	10	6	4	1	4	2	5	7
meteorologist	4441	187	192	194	248	221	224	229	208	170
meteorologist	110	0	12	1	0	2	4	1	2	2
meteorologist	437	3	11	21	16	13	8	9	15	10
meteorologist	11	0	0	2	0	0	0	1	0	0
meteorologist	13	0	0	0	0	0	0	0	1	0
meteorologist	98	2	5	2	3	1	0	3	0	4
meteorologist	261	4	24	11	11	14	8	5	5	15
meteorologist	4669	95	160	116	143	146	122	112	145	111
meteorologist	328	9	10	4	16	15	9	18	20	11
meteorologist	907	24	34	27	33	44	27	27	33	38
meteorologist	191	1	11	11	10	7	12	5	11	6
meteorologist	333	9	15	18	13	13	16	12	23	11
meteorologist	15891	536	602	546	742	630	645	680	804	516
meteorologist	578	15	12	10	14	26	13	11	23	19
meteorologist	8298	162	212	151	189	172	176	207	261	196
meteorologist	87	10	6	2	1	12	8	5	6	3
millionaire	58	1	0	0	0	3	2	2	1	1
millionaire	63	4	0	9	0	3	2	1	6	7
millionaire	33	1	0	0	0	0	1	0	1	0
millionaire	881	26	21	14	34	49	31	34	31	44
millionaire	829	5	24	13	13	29	16	15	43	80
millionaire	255	2	14	10	5	11	7	20	16	21
millionaire	19	0	0	0	1	1	0	2	2	0
millionaire	3113	34	53	68	65	107	86	91	127	183
millionaire	3451	56	78	49	102	114	101	112	114	134
millionaire	729	17	19	33	28	25	50	33	49	46
millionaire	72808	1917	1890	2020	2243	3156	2834	2402	2917	3011
millionaire	1413	28	19	39	25	52	89	44	32	66
millionaire	66	0	2	3	1	5	5	6	2	1
millionaire	2045	49	40	117	47	89	109	81	108	96
millionaire	34	1	1	1	3	2	1	1	0	0
millionaire	16	0	0	0	1	0	3	1	1	0
millionaire	57	3	1	0	3	6	0	1	5	0
millionaire	12	2	3	0	0	0	1	0	0	0
millionaire	31	0	1	0	0	0	0	2	1	2
millionaire	25	2	0	1	0	4	2	0	0	1
millionaire	397	3	11	11	9	9	9	11	13	20
millionaire	20450	542	616	627	716	839	807	825	914	1125
millionaire	11	0	0	1	0	0	0	0	0	1
millionaire	9748	162	163	195	225	224	228	273	331	445
millionaire	2288	42	56	52	72	71	104	70	135	124
millionaire	6165	151	166	185	242	239	241	176	258	304
millionaire	263	7	11	15	14	9	19	9	6	10
millionaire	1207	36	42	50	49	68	82	53	57	55
millionaire	10493	251	265	189	276	411	305	365	665	572
millionaire	1166	26	14	26	16	38	19	35	52	62
millionaire	25254	515	680	519	639	781	795	669	907	1269
millionaire	43	0	1	1	0	0	1	4	5	2
miner	135	0	0	0	2	1	4	1	0	8
miner	11	0	1	0	0	1	0	0	0	0
miner	45	0	0	1	0	1	1	1	0	3
miner	271	5	7	3	6	6	3	6	11	12
miner	2868	35	40	29	126	26	61	34	51	71
miner	183	6	2	1	6	9	5	11	14	19
miner	10	0	0	0	0	0	0	0	0	0
miner	9541	139	115	128	227	165	145	138	225	302
miner	6730	98	77	88	134	141	144	140	146	603
miner	989	10	9	17	21	36	23	27	32	45
miner	19075	445	383	581	505	642	699	568	672	942
miner	904	10	13	11	24	15	18	25	25	30
miner	107	1	0	0	2	0	0	3	1	2
miner	3514	47	54	67	60	46	84	68	68	121
miner	51	0	1	0	0	0	3	1	0	1
miner	14	0	0	0	0	0	0	0	1	0
miner	434	1	4	4	3	2	5	6	5	9
miner	1724	32	27	32	37	40	29	41	27	46
miner	7167	136	166	169	172	205	160	195	196	259
miner	13	0	0	1	0	0	0	3	0	0
miner	70160	1277	1382	1411	1529	1588	1476	1620	1731	2116
miner	5643	125	111	89	95	142	129	120	164	202
miner	15368	357	387	514	381	494	485	491	488	450
miner	954	23	37	38	44	28	25	25	31	14
miner	10438	260	284	311	309	373	308	307	287	351
miner	70273	1742	1971	2662	2251	2095	2186	2394	2321	2364
miner	8606	182	209	232	177	202	197	236	222	199
miner	98057	1802	1884	2201	1915	2121	2107	2277	2419	2833
miner	104	1	0	0	5	0	1	5	0	7
cabinet minister	21	0	0	0	0	0	2	1	0	0
cabinet minister	12	0	2	0	0	0	1	0	0	0
cabinet minister	271	1	10	0	2	7	2	11	8	1
cabinet minister	94	1	5	1	3	0	4	4	0	1
cabinet minister	1628	27	64	45	44	74	40	38	49	59
cabinet minister	158	6	2	1	7	2	3	0	4	1
cabinet minister	80	2	4	1	5	2	2	3	0	5
cabinet minister	64	3	5	0	0	1	1	0	0	0
cabinet minister	1049	19	29	19	51	23	14	15	28	14
cabinet minister	16	0	1	2	2	3	0	1	0	0
cabinet minister	164	1	0	0	1	0	4	0	3	0
cabinet minister	11	0	0	0	0	0	0	0	0	0
cabinet minister	154	6	3	4	4	6	3	4	2	8
cabinet minister	56	8	0	0	1	3	0	1	0	0
cabinet minister	12	1	0	0	1	0	0	0	1	1
cabinet minister	23	0	2	0	0	1	1	2	0	0
cabinet minister	136	2	8	1	3	1	0	1	1	4
cabinet minister	45	0	0	0	1	0	1	2	1	1
cabinet minister	23	0	0	0	0	0	1	2	0	0
cabinet minister	28	1	1	0	0	3	0	0	3	0
cabinet minister	13	0	0	0	0	0	0	0	2	0
cabinet minister	61	1	0	0	0	1	2	1	2	0
cabinet minister	328	1	1	11	5	8	3	13	14	14
cabinet minister	1132	24	17	21	23	15	20	25	19	24
cabinet minister	6082	145	166	161	223	165	161	166	151	173
cabinet minister	228	6	3	9	4	10	8	4	6	3
cabinet minister	2010	43	92	80	59	56	64	55	53	55
cabinet minister	27	1	1	1	0	2	1	3	1	3
cabinet minister	10	0	0	0	0	0	0	0	0	0
cabinet minister	2464	58	50	101	76	73	69	82	76	67
cabinet minister	498	13	1	11	19	13	8	13	12	11
cabinet minister	8865	231	256	252	261	210	233	262	251	214
cabinet minister	21	0	0	0	0	0	0	0	0	0
cabinet minister	33	0	1	0	0	0	0	0	1	0
cabinet minister	11	0	0	0	0	0	0	0	0	0
cabinet minister	23	0	0	0	0	0	0	0	0	0
cabinet minister	10	0	0	0	0	0	0	0	0	0
cabinet minister	45	0	0	0	1	0	0	0	0	0
cabinet minister	77	0	2	2	0	0	0	4	4	2
cabinet minister	254	1	0	6	5	5	3	6	1	7
cabinet minister	896	25	32	19	30	27	16	20	17	10
cabinet minister	86	1	2	1	3	1	4	1	1	4
cabinet minister	543	13	11	12	15	14	10	15	12	11
cabinet minister	20	0	2	0	1	0	3	1	1	0
cabinet minister	2991	62	77	95	100	87	99	70	90	51
cabinet minister	768	21	23	25	18	19	8	15	24	32
cabinet minister	2696	51	55	82	88	49	59	46	88	60
model	205	3	138	3	7	5	6	11	2	6
model	22	3	0	1	2	3	5	2	1	0
model	86	3	7	4	8	0	7	13	3	1
model	35	4	3	5	7	2	0	1	2	0
model	12	2	1	0	1	0	1	0	2	0
model	11	1	0	0	3	0	2	0	0	0
model	40	2	0	4	0	3	1	5	3	1
model	11	1	0	0	0	0	0	1	0	0
model	22	1	0	1	0	0	0	0	1	0
fashion model	13	0	0	0	0	0	0	0	2	1
fashion model	53	1	2	2	2	0	2	5	1	0
fashion model	260	13	10	11	9	8	12	4	14	14
fashion model	43	2	3	0	1	0	1	3	3	1
fashion model	45	2	1	1	3	0	1	8	2	4
fashion model	54	0	1	1	2	5	3	5	4	0
fashion model	87	10	7	8	3	10	9	2	5	5
model	6161	183	193	247	275	291	234	255	317	192
model	656	23	32	39	27	34	26	28	25	26
model	2412	92	109	127	145	123	115	129	129	98
model	48265	1561	1722	1819	2091	1960	2116	2038	2109	1823
model	7907	235	256	309	305	305	308	300	317	262
model	2403	73	83	85	91	128	120	111	117	96
model	101	4	1	8	2	6	4	9	6	4
model	180061	6048	6361	7269	8058	8487	8141	10041	8166	7199
model	252958	9740	10890	12313	13596	13265	14464	14722	14650	12117
model	77306	3112	3435	4106	4191	4457	4624	4279	4553	3495
model	1029	52	32	32	64	48	44	73	53	43
model	27	0	0	3	1	0	2	0	1	0
model	3828942	138090	150745	166415	181105	184912	178484	183382	188209	150840
model	92523	3467	4000	4353	5287	4937	4807	4979	4909	3925
model	17758	686	783	836	908	1006	966	917	903	747
model	43	2	0	1	3	3	2	3	0	1
model	47	1	1	0	1	1	0	0	2	3
model	1305	47	89	96	72	84	101	84	77	57
model	165591	5237	5590	6364	6745	6593	6635	6388	6453	5119
model	11	2	0	1	0	0	2	0	0	0
model	20	0	0	0	2	1	1	2	0	3
model	16	0	1	0	1	0	1	0	0	0
model	968	43	39	52	39	59	46	59	52	49
model	1001	34	60	42	51	49	49	50	55	41
model	20885	787	869	1136	1365	1204	1497	1332	1413	1428
model	12	0	0	1	0	1	0	0	1	0
model	1961	89	67	58	94	83	65	88	94	60
model	115	3	4	4	5	0	4	3	2	3
model	49	4	3	3	0	0	1	5	0	1
model	15	0	0	0	0	0	0	8	1	4
model	27	0	0	4	2	1	3	0	3	4
model	26	0	1	0	3	1	3	1	1	1
model	15	1	4	0	2	0	0	1	2	2
fashion model	14	0	0	0	0	0	1	0	6	1
fashion model	21	0	2	1	1	0	0	0	0	0
fashion model	43	2	0	0	6	3	5	2	1	1
fashion model	67	1	3	3	2	1	10	2	0	3
fashion model	23	0	1	1	2	2	1	1	1	2
fashion model	176	6	8	5	10	12	26	8	10	13
fashion model	1053	42	64	73	64	58	68	58	56	59
fashion model	85	4	1	1	1	0	1	0	0	4
fashion model	321	13	27	10	16	23	22	16	31	14
fashion model	630	33	37	18	40	39	47	29	41	28
fashion model	90	3	8	6	3	11	0	3	4	4
fashion model	1555	60	92	86	97	113	78	97	81	45
model	98	9	1	3	3	3	8	3	9	3
model	15	0	0	0	2	0	0	0	0	0
model	2266	74	61	120	96	108	59	102	85	72
model	14	0	0	0	0	0	0	0	0	2
model	16	0	1	1	2	1	2	1	1	0
model	43	2	0	3	4	2	2	4	1	1
model	5886	174	366	153	196	198	236	206	189	207
model	14062	332	695	470	450	495	523	458	586	619
model	101	1	5	3	5	6	5	5	12	6
model	261662	9357	9773	10764	11770	12332	12435	11861	11902	10615
model	59794	2344	2548	2712	2960	2984	3223	2984	3219	2542
model	176183	6651	7108	7873	8617	8578	8767	8131	8391	7039
model	2817	103	127	168	142	159	123	143	151	119
model	70935	2916	3200	3615	3729	4053	4011	3810	3960	3281
model	138097	5249	5515	6339	6900	6970	7079	6802	6925	5951
model	67344	2352	2570	2929	3115	3068	3130	2738	2990	2498
model	281	13	15	12	19	29	11	18	17	18
model	12	0	3	2	0	0	0	0	1	0
model	468557	14761	16114	17882	18528	18194	18578	17646	17982	15757
model	11	0	0	0	4	0	1	0	0	0
model	26	2	1	3	4	1	1	2	2	1
model	593	9	21	16	18	26	23	12	15	27
murderer	126	7	2	4	11	0	1	8	0	1
murderer	50	1	1	1	0	2	2	2	1	3
murderer	192	1	5	7	5	6	4	6	9	6
murderer	271	10	3	7	6	10	9	6	8	32
murderer	2441	52	45	42	52	90	61	77	114	128
murderer	751	13	13	12	22	21	37	29	33	51
murderer	405	8	9	11	15	11	14	11	39	26
murderer	26584	510	485	527	684	853	785	853	1048	1352
murderer	9454	219	381	212	272	317	304	283	376	470
murderer	4476	102	139	107	146	193	166	193	238	280
murderer	10	0	1	0	0	1	0	0	0	0
murderer	17977	544	511	550	660	751	639	732	833	871
murderer	2830	74	62	79	68	86	87	104	90	122
murderer	300	3	3	5	7	12	12	9	15	9
murderer	5675	134	111	185	175	182	196	164	188	220
murderer	223	2	0	3	6	5	10	12	9	23
murderer	220	0	10	5	5	6	9	5	10	12
murderer	95	6	3	2	5	1	2	3	3	5
murderer	2265	40	39	30	54	64	68	79	74	119
murderer	15827	342	392	471	503	584	521	613	733	863
murderer	22	0	0	0	0	0	0	1	1	2
murderer	73605	1225	1407	1550	1949	2230	2176	2425	2577	3758
murderer	5416	136	118	143	168	215	187	217	230	223
murderer	14739	379	381	428	547	586	509	559	609	685
murderer	246	13	9	8	9	10	13	17	7	13
murderer	3118	78	96	96	109	124	120	127	111	117
murderer	17522	406	513	516	642	634	601	623	687	843
murderer	5362	119	128	156	182	144	132	189	181	179
murderer	46229	929	904	982	1284	1419	1306	1487	1679	2286
murderer	10	0	0	1	0	0	1	0	0	1
murderer	296	8	4	16	12	12	12	8	10	11
musician	181	9	4	1	1	0	7	3	3	15
musician	120	1	0	0	3	3	2	0	6	4
musician	157	1	1	9	3	13	1	3	4	9
musician	468	21	11	11	11	17	26	18	16	24
musician	10214	132	163	191	163	193	241	216	185	328
musician	540	4	7	14	13	27	12	19	15	26
musician	31	0	0	1	0	2	1	2	0	0
musician	55847	1332	1361	1519	1769	1893	1832	2052	2050	2181
musician	16701	461	456	472	619	553	604	909	644	756
musician	2470	52	38	77	76	91	104	95	128	130
musician	29	0	0	0	1	0	0	0	1	11
musician	51856	1766	1909	2298	2551	2865	2616	2564	2610	2426
musician	1626	41	41	55	51	53	64	81	71	93
musician	212	3	4	3	3	6	4	6	2	8
musician	16	0	4	0	0	2	0	0	1	1
musician	8182	199	213	224	264	286	267	255	296	304
musician	114	5	4	1	6	5	3	6	6	9
musician	108	0	1	0	1	1	3	2	1	3
musician	65	0	1	1	1	0	1	2	0	2
musician	28	0	0	1	0	0	1	1	2	0
musician	20	4	0	1	0	6	2	0	0	0
musician	28	4	0	2	1	0	0	0	1	1
musician	34	1	2	0	0	2	2	2	0	0
musician	425	2	5	5	3	7	10	15	17	8
musician	5715	101	186	133	173	197	179	169	192	190
musician	13558	357	394	426	457	532	481	504	545	599
musician	183191	4843	5412	5720	6342	7311	6713	6878	6792	6474
musician	13019	291	320	331	390	409	416	397	371	417
musician	24369	716	941	934	1069	1156	1144	1029	1033	946
musician	1032	45	56	43	57	56	44	53	43	41
musician	10758	352	392	358	447	528	529	554	408	405
musician	92452	2890	3582	3943	3926	4855	4620	4432	3983	4268
musician	9658	267	304	307	337	402	407	362	362	436
musician	126686	3199	3914	3957	4624	5419	5158	4854	4809	5323
musician	72	5	0	0	5	1	2	0	2	1
nanny	10	0	1	1	0	0	0	0	0	1
nanny	10	0	2	0	0	0	0	0	0	0
nanny	65	2	7	1	0	0	0	0	0	0
nanny	86	3	5	0	2	0	0	4	2	0
nanny	46	0	22	3	0	0	0	0	0	0
nanny	119	0	3	3	2	0	3	1	6	6
nanny	72	0	31	1	0	0	1	0	1	3
nanny	50	1	10	0	0	0	0	0	0	0
nanny	164	10	5	19	6	9	10	15	10	5
nanny	258	10	19	10	9	27	20	20	30	11
nanny	7115	348	364	385	551	444	430	429	455	377
nanny	911	15	15	28	43	67	105	106	145	82
nanny	1334	51	49	71	112	89	83	108	71	104
nanny	31	2	3	0	1	3	3	0	1	1
nanny	325	8	6	8	21	17	20	44	36	33
nanny	2369	79	99	112	140	138	116	130	210	98
nanny	323	17	12	11	18	14	18	17	32	14
nanny	4226	160	173	209	209	263	248	238	262	195
nanny	16	0	0	2	0	4	2	0	0	0
neighbour	14	0	0	0	1	0	0	2	0	0
neighbour	34	4	1	1	0	1	0	0	1	0
neighbour	244	3	5	1	4	6	7	14	6	23
neighbour	887	15	14	13	27	12	24	25	33	39
neighbour	2412	22	26	19	26	61	35	55	68	213
neighbour	834	9	17	5	1	38	12	23	26	64
neighbour	479	2	1	0	3	14	0	16	11	47
neighbour	20413	364	388	388	469	624	534	660	676	1038
neighbour	15497	226	207	187	213	380	280	406	498	964
neighbour	3989	63	57	45	70	122	80	105	155	362
neighbour	87826	1807	1844	1968	2447	2680	2761	2565	3065	3659
neighbour	2910	49	40	56	56	140	56	77	83	201
neighbour	188	6	2	0	4	4	8	4	6	10
neighbour	11354	295	233	277	335	398	415	341	385	436
neighbour	15	0	0	1	0	1	0	0	0	4
neighbour	375	5	6	0	2	11	4	11	10	49
neighbour	187	0	2	4	3	13	2	11	3	30
neighbour	12	0	0	0	0	0	0	1	0	0
neighbour	288	7	5	2	21	10	7	6	4	9
neighbour	18	0	0	0	0	0	2	0	0	0
neighbour	3237	79	69	74	95	87	92	94	132	199
neighbour	14841	292	276	295	351	459	386	470	563	799
neighbour	110	0	1	0	1	3	1	2	5	9
neighbour	95213	2457	2391	2512	3134	3205	3093	3210	3373	4243
neighbour	6893	174	117	132	158	186	199	249	216	323
neighbour	13740	330	342	321	425	504	475	454	527	635
neighbour	186	8	4	2	5	13	6	5	12	6
neighbour	9131	201	251	226	283	326	318	296	336	441
neighbour	34291	872	978	909	1139	1332	1192	1174	1302	1470
neighbour	2983	72	71	81	90	115	119	90	113	87
neighbour	85126	2136	2400	2063	2616	2718	2598	2740	2810	3043
neighbour	96	1	1	6	2	1	7	7	1	0
neurologist	35	1	0	1	2	3	1	2	2	0
neurologist	839	14	20	16	28	22	18	26	19	12
neurologist	18	3	0	0	0	0	1	0	0	0
neurologist	7080	231	213	223	287	282	255	229	312	193
neurologist	1013	35	43	42	52	45	45	45	41	26
neurologist	410	11	8	11	11	13	8	9	12	10
neurologist	9940	495	509	491	542	591	545	474	512	411
neurologist	130	4	6	4	3	7	5	5	6	7
neurologist	13	0	0	0	0	0	2	1	1	0
neurologist	568	36	17	19	28	28	19	21	26	9
neurologist	18	4	0	0	0	1	0	0	0	0
neurologist	157	5	7	6	5	10	6	1	9	1
neurologist	233	3	11	7	7	5	10	17	9	5
neurologist	11338	312	341	366	380	450	420	395	399	380
neurologist	445	15	14	22	29	24	23	22	20	14
neurologist	675	41	33	31	31	33	23	28	28	26
neurologist	18	0	0	0	0	0	0	0	0	0
neurologist	351	7	17	18	27	20	10	17	18	7
neurologist	9113	361	427	351	479	423	413	391	640	358
neurologist	731	21	37	30	32	27	28	29	30	17
neurologist	8120	320	276	238	348	357	315	356	298	251
neurologist	13	0	0	0	1	0	1	0	2	0
neurosurgeon	25	0	0	0	0	0	5	0	1	2
neurosurgeon	55	2	7	0	4	0	0	2	4	2
neurosurgeon	267	5	4	8	6	15	11	5	7	6
neurosurgeon	3937	99	112	145	142	147	162	155	152	106
neurosurgeon	265	5	9	12	16	9	9	8	4	18
neurosurgeon	130	3	4	3	1	3	10	8	3	4
neurosurgeon	2729	162	107	154	147	147	198	120	141	112
neurosurgeon	72	2	0	1	6	3	1	1	4	2
neurosurgeon	299	6	12	6	7	15	9	23	8	6
neurosurgeon	100	2	3	2	1	14	4	1	6	6
neurosurgeon	82	2	2	5	8	8	3	5	2	2
neurosurgeon	5076	154	171	210	159	222	262	165	213	179
neurosurgeon	151	2	7	5	6	4	11	7	7	4
neurosurgeon	394	9	9	26	15	21	27	34	10	13
neurosurgeon	19	0	0	2	1	0	1	1	1	2
neurosurgeon	122	3	5	8	4	4	8	5	3	2
neurosurgeon	4386	133	129	215	213	194	186	251	201	123
neurosurgeon	326	16	6	7	6	15	16	10	10	8
neurosurgeon	4066	150	128	172	158	189	198	124	132	98
novelist	89	3	0	1	4	1	3	2	7	1
novelist	31	0	0	0	0	0	1	2	0	2
novelist	143	6	2	3	0	4	2	3	7	7
novelist	1542	30	48	49	38	37	27	61	46	25
novelist	22842	487	609	415	345	515	405	566	396	388
novelist	273	2	5	5	15	4	7	12	5	9
novelist	29	0	0	0	1	0	0	6	0	1
novelist	87970	2086	2172	2274	2157	2416	2122	2989	2492	2154
novelist	20540	458	428	382	622	402	527	638	571	346
novelist	2316	60	48	34	30	72	57	78	61	76
novelist	38	0	0	3	3	2	0	0	2	3
novelist	165835	6479	6326	6692	6759	7684	6739	7046	7040	4793
novelist	2167	30	76	41	47	66	67	60	88	61
novelist	298	6	1	3	2	2	3	4	3	1
novelist	10444	167	204	208	142	236	169	210	235	160
novelist	159	5	6	3	2	3	3	8	2	6
novelist	40	3	1	2	1	0	0	0	3	5
novelist	21	0	0	0	0	0	0	0	0	1
romantic novelist	36	1	0	0	1	0	1	0	1	0
romantic novelist	72	0	0	0	0	5	2	4	3	4
romantic novelist	24	4	0	0	1	0	0	0	0	0
romantic novelist	21	0	0	1	0	0	0	0	0	0
romantic novelist	32	0	0	0	0	0	0	0	0	0
novelist	87	1	1	0	0	1	2	2	1	1
novelist	1227	20	27	25	24	33	16	27	36	26
novelist	2279	55	29	31	43	50	43	63	62	52
